Consultant,Date,Hours,Client,Project_x,Project_y,Hourly Rate,revenue
William Thomas,1/10/2024,2,NextGen Analytics,Project 24,Project 20,65,130
William Thomas,1/10/2024,2,NextGen Analytics,Project 24,Project 21,65,130
William Thomas,1/10/2024,2,NextGen Analytics,Project 24,Project 22,65,130
William Thomas,1/10/2024,2,NextGen Analytics,Project 24,Project 23,65,130
William Thomas,1/10/2024,2,NextGen Analytics,Project 24,Project 24,65,130
William Thomas,1/10/2024,5,NextGen Analytics,Project 24,Project 20,65,325
William Thomas,1/10/2024,5,NextGen Analytics,Project 24,Project 21,65,325
William Thomas,1/10/2024,5,NextGen Analytics,Project 24,Project 22,65,325
William Thomas,1/10/2024,5,NextGen Analytics,Project 24,Project 23,65,325
William Thomas,1/10/2024,5,NextGen Analytics,Project 24,Project 24,65,325
Ava Harris,1/10/2024,8,Acme Corp,Project 5,Project 1,50,400
Ava Harris,1/10/2024,8,Acme Corp,Project 5,Project 2,50,400
Ava Harris,1/10/2024,8,Acme Corp,Project 5,Project 3,50,400
Ava Harris,1/10/2024,8,Acme Corp,Project 5,Project 4,50,400
Ava Harris,1/10/2024,8,Acme Corp,Project 5,Project 5,50,400
Alexander White,1/10/2024,3,Global Systems,Project 18,Project 15,70,210
Alexander White,1/10/2024,3,Global Systems,Project 18,Project 16,70,210
Alexander White,1/10/2024,3,Global Systems,Project 18,Project 17,70,210
Alexander White,1/10/2024,3,Global Systems,Project 18,Project 18,70,210
Alexander White,1/10/2024,3,Global Systems,Project 18,Project 19,70,210
Benjamin Lewis,1/10/2024,2,NextGen Analytics,Project 22,Project 20,65,130
Benjamin Lewis,1/10/2024,2,NextGen Analytics,Project 22,Project 21,65,130
Benjamin Lewis,1/10/2024,2,NextGen Analytics,Project 22,Project 22,65,130
Benjamin Lewis,1/10/2024,2,NextGen Analytics,Project 22,Project 23,65,130
Benjamin Lewis,1/10/2024,2,NextGen Analytics,Project 22,Project 24,65,130
Charlotte Walker,1/10/2024,3,Acme Corp,Project 4,Project 1,50,150
Charlotte Walker,1/10/2024,3,Acme Corp,Project 4,Project 2,50,150
Charlotte Walker,1/10/2024,3,Acme Corp,Project 4,Project 3,50,150
Charlotte Walker,1/10/2024,3,Acme Corp,Project 4,Project 4,50,150
Charlotte Walker,1/10/2024,3,Acme Corp,Project 4,Project 5,50,150
Henry Hall,1/10/2024,1,Acme Corp,Project 5,Project 1,50,50
Henry Hall,1/10/2024,1,Acme Corp,Project 5,Project 2,50,50
Henry Hall,1/10/2024,1,Acme Corp,Project 5,Project 3,50,50
Henry Hall,1/10/2024,1,Acme Corp,Project 5,Project 4,50,50
Henry Hall,1/10/2024,1,Acme Corp,Project 5,Project 5,50,50
Henry Hall,1/10/2024,8,Acme Corp,Project 3,Project 1,50,400
Henry Hall,1/10/2024,8,Acme Corp,Project 3,Project 2,50,400
Henry Hall,1/10/2024,8,Acme Corp,Project 3,Project 3,50,400
Henry Hall,1/10/2024,8,Acme Corp,Project 3,Project 4,50,400
Henry Hall,1/10/2024,8,Acme Corp,Project 3,Project 5,50,400
Henry Hall,1/10/2024,3,Acme Corp,Project 4,Project 1,50,150
Henry Hall,1/10/2024,3,Acme Corp,Project 4,Project 2,50,150
Henry Hall,1/10/2024,3,Acme Corp,Project 4,Project 3,50,150
Henry Hall,1/10/2024,3,Acme Corp,Project 4,Project 4,50,150
Henry Hall,1/10/2024,3,Acme Corp,Project 4,Project 5,50,150
Henry Hall,1/10/2024,5,Acme Corp,Project 4,Project 1,50,250
Henry Hall,1/10/2024,5,Acme Corp,Project 4,Project 2,50,250
Henry Hall,1/10/2024,5,Acme Corp,Project 4,Project 3,50,250
Henry Hall,1/10/2024,5,Acme Corp,Project 4,Project 4,50,250
Henry Hall,1/10/2024,5,Acme Corp,Project 4,Project 5,50,250
Amelia Allen,1/10/2024,6,Innovate Ltd,Project 12,Project 11,55,330
Amelia Allen,1/10/2024,6,Innovate Ltd,Project 12,Project 12,55,330
Amelia Allen,1/10/2024,6,Innovate Ltd,Project 12,Project 13,55,330
Amelia Allen,1/10/2024,6,Innovate Ltd,Project 12,Project 14,55,330
Isabella King,1/10/2024,7,Global Systems,Project 18,Project 15,70,490
Isabella King,1/10/2024,7,Global Systems,Project 18,Project 16,70,490
Isabella King,1/10/2024,7,Global Systems,Project 18,Project 17,70,490
Isabella King,1/10/2024,7,Global Systems,Project 18,Project 18,70,490
Isabella King,1/10/2024,7,Global Systems,Project 18,Project 19,70,490
Isabella King,1/10/2024,4,Global Systems,Project 17,Project 15,70,280
Isabella King,1/10/2024,4,Global Systems,Project 17,Project 16,70,280
Isabella King,1/10/2024,4,Global Systems,Project 17,Project 17,70,280
Isabella King,1/10/2024,4,Global Systems,Project 17,Project 18,70,280
Isabella King,1/10/2024,4,Global Systems,Project 17,Project 19,70,280
Mason Scott,1/10/2024,8,NextGen Analytics,Project 21,Project 20,65,520
Mason Scott,1/10/2024,8,NextGen Analytics,Project 21,Project 21,65,520
Mason Scott,1/10/2024,8,NextGen Analytics,Project 21,Project 22,65,520
Mason Scott,1/10/2024,8,NextGen Analytics,Project 21,Project 23,65,520
Mason Scott,1/10/2024,8,NextGen Analytics,Project 21,Project 24,65,520
Mason Scott,1/10/2024,1,NextGen Analytics,Project 22,Project 20,65,65
Mason Scott,1/10/2024,1,NextGen Analytics,Project 22,Project 21,65,65
Mason Scott,1/10/2024,1,NextGen Analytics,Project 22,Project 22,65,65
Mason Scott,1/10/2024,1,NextGen Analytics,Project 22,Project 23,65,65
Mason Scott,1/10/2024,1,NextGen Analytics,Project 22,Project 24,65,65
Mason Scott,1/10/2024,5,NextGen Analytics,Project 23,Project 20,65,325
Mason Scott,1/10/2024,5,NextGen Analytics,Project 23,Project 21,65,325
Mason Scott,1/10/2024,5,NextGen Analytics,Project 23,Project 22,65,325
Mason Scott,1/10/2024,5,NextGen Analytics,Project 23,Project 23,65,325
Mason Scott,1/10/2024,5,NextGen Analytics,Project 23,Project 24,65,325
Emma Green,1/10/2024,2,NextGen Analytics,Project 24,Project 20,65,130
Emma Green,1/10/2024,2,NextGen Analytics,Project 24,Project 21,65,130
Emma Green,1/10/2024,2,NextGen Analytics,Project 24,Project 22,65,130
Emma Green,1/10/2024,2,NextGen Analytics,Project 24,Project 23,65,130
Emma Green,1/10/2024,2,NextGen Analytics,Project 24,Project 24,65,130
Emma Green,1/10/2024,7,NextGen Analytics,Project 20,Project 20,65,455
Emma Green,1/10/2024,7,NextGen Analytics,Project 20,Project 21,65,455
Emma Green,1/10/2024,7,NextGen Analytics,Project 20,Project 22,65,455
Emma Green,1/10/2024,7,NextGen Analytics,Project 20,Project 23,65,455
Emma Green,1/10/2024,7,NextGen Analytics,Project 20,Project 24,65,455
Ethan Baker,1/10/2024,7,Global Systems,Project 15,Project 15,70,490
Ethan Baker,1/10/2024,7,Global Systems,Project 15,Project 16,70,490
Ethan Baker,1/10/2024,7,Global Systems,Project 15,Project 17,70,490
Ethan Baker,1/10/2024,7,Global Systems,Project 15,Project 18,70,490
Ethan Baker,1/10/2024,7,Global Systems,Project 15,Project 19,70,490
Ethan Baker,1/10/2024,6,Global Systems,Project 16,Project 15,70,420
Ethan Baker,1/10/2024,6,Global Systems,Project 16,Project 16,70,420
Ethan Baker,1/10/2024,6,Global Systems,Project 16,Project 17,70,420
Ethan Baker,1/10/2024,6,Global Systems,Project 16,Project 18,70,420
Ethan Baker,1/10/2024,6,Global Systems,Project 16,Project 19,70,420
Ethan Baker,1/10/2024,6,Global Systems,Project 16,Project 15,70,420
Ethan Baker,1/10/2024,6,Global Systems,Project 16,Project 16,70,420
Ethan Baker,1/10/2024,6,Global Systems,Project 16,Project 17,70,420
Ethan Baker,1/10/2024,6,Global Systems,Project 16,Project 18,70,420
Ethan Baker,1/10/2024,6,Global Systems,Project 16,Project 19,70,420
Harper Adams,1/10/2024,6,NextGen Analytics,Project 23,Project 20,65,390
Harper Adams,1/10/2024,6,NextGen Analytics,Project 23,Project 21,65,390
Harper Adams,1/10/2024,6,NextGen Analytics,Project 23,Project 22,65,390
Harper Adams,1/10/2024,6,NextGen Analytics,Project 23,Project 23,65,390
Harper Adams,1/10/2024,6,NextGen Analytics,Project 23,Project 24,65,390
Harper Adams,1/10/2024,2,NextGen Analytics,Project 24,Project 20,65,130
Harper Adams,1/10/2024,2,NextGen Analytics,Project 24,Project 21,65,130
Harper Adams,1/10/2024,2,NextGen Analytics,Project 24,Project 22,65,130
Harper Adams,1/10/2024,2,NextGen Analytics,Project 24,Project 23,65,130
Harper Adams,1/10/2024,2,NextGen Analytics,Project 24,Project 24,65,130
James Anderson,1/9/2024,3,Global Systems,Project 18,Project 15,70,210
James Anderson,1/9/2024,3,Global Systems,Project 18,Project 16,70,210
James Anderson,1/9/2024,3,Global Systems,Project 18,Project 17,70,210
James Anderson,1/9/2024,3,Global Systems,Project 18,Project 18,70,210
James Anderson,1/9/2024,3,Global Systems,Project 18,Project 19,70,210
James Anderson,1/9/2024,8,Global Systems,Project 15,Project 15,70,560
James Anderson,1/9/2024,8,Global Systems,Project 15,Project 16,70,560
James Anderson,1/9/2024,8,Global Systems,Project 15,Project 17,70,560
James Anderson,1/9/2024,8,Global Systems,Project 15,Project 18,70,560
James Anderson,1/9/2024,8,Global Systems,Project 15,Project 19,70,560
Sophia Martinez,1/9/2024,5,Global Systems,Project 16,Project 15,70,350
Sophia Martinez,1/9/2024,5,Global Systems,Project 16,Project 16,70,350
Sophia Martinez,1/9/2024,5,Global Systems,Project 16,Project 17,70,350
Sophia Martinez,1/9/2024,5,Global Systems,Project 16,Project 18,70,350
Sophia Martinez,1/9/2024,5,Global Systems,Project 16,Project 19,70,350
Sophia Martinez,1/9/2024,7,Global Systems,Project 17,Project 15,70,490
Sophia Martinez,1/9/2024,7,Global Systems,Project 17,Project 16,70,490
Sophia Martinez,1/9/2024,7,Global Systems,Project 17,Project 17,70,490
Sophia Martinez,1/9/2024,7,Global Systems,Project 17,Project 18,70,490
Sophia Martinez,1/9/2024,7,Global Systems,Project 17,Project 19,70,490
Michael Brown,1/9/2024,5,Innovate Ltd,Project 13,Project 11,55,275
Michael Brown,1/9/2024,5,Innovate Ltd,Project 13,Project 12,55,275
Michael Brown,1/9/2024,5,Innovate Ltd,Project 13,Project 13,55,275
Michael Brown,1/9/2024,5,Innovate Ltd,Project 13,Project 14,55,275
Michael Brown,1/9/2024,2,Innovate Ltd,Project 14,Project 11,55,110
Michael Brown,1/9/2024,2,Innovate Ltd,Project 14,Project 12,55,110
Michael Brown,1/9/2024,2,Innovate Ltd,Project 14,Project 13,55,110
Michael Brown,1/9/2024,2,Innovate Ltd,Project 14,Project 14,55,110
Emily Davis,1/9/2024,1,Global Systems,Project 19,Project 15,70,70
Emily Davis,1/9/2024,1,Global Systems,Project 19,Project 16,70,70
Emily Davis,1/9/2024,1,Global Systems,Project 19,Project 17,70,70
Emily Davis,1/9/2024,1,Global Systems,Project 19,Project 18,70,70
Emily Davis,1/9/2024,1,Global Systems,Project 19,Project 19,70,70
Ava Harris,1/9/2024,6,Acme Corp,Project 4,Project 1,50,300
Ava Harris,1/9/2024,6,Acme Corp,Project 4,Project 2,50,300
Ava Harris,1/9/2024,6,Acme Corp,Project 4,Project 3,50,300
Ava Harris,1/9/2024,6,Acme Corp,Project 4,Project 4,50,300
Ava Harris,1/9/2024,6,Acme Corp,Project 4,Project 5,50,300
Ava Harris,1/9/2024,4,Acme Corp,Project 4,Project 1,50,200
Ava Harris,1/9/2024,4,Acme Corp,Project 4,Project 2,50,200
Ava Harris,1/9/2024,4,Acme Corp,Project 4,Project 3,50,200
Ava Harris,1/9/2024,4,Acme Corp,Project 4,Project 4,50,200
Ava Harris,1/9/2024,4,Acme Corp,Project 4,Project 5,50,200
Ava Harris,1/9/2024,4,Acme Corp,Project 5,Project 1,50,200
Ava Harris,1/9/2024,4,Acme Corp,Project 5,Project 2,50,200
Ava Harris,1/9/2024,4,Acme Corp,Project 5,Project 3,50,200
Ava Harris,1/9/2024,4,Acme Corp,Project 5,Project 4,50,200
Ava Harris,1/9/2024,4,Acme Corp,Project 5,Project 5,50,200
Alexander White,1/9/2024,5,Global Systems,Project 19,Project 15,70,350
Alexander White,1/9/2024,5,Global Systems,Project 19,Project 16,70,350
Alexander White,1/9/2024,5,Global Systems,Project 19,Project 17,70,350
Alexander White,1/9/2024,5,Global Systems,Project 19,Project 18,70,350
Alexander White,1/9/2024,5,Global Systems,Project 19,Project 19,70,350
Mia Clark,1/9/2024,4,Innovate Ltd,Project 11,Project 11,55,220
Mia Clark,1/9/2024,4,Innovate Ltd,Project 11,Project 12,55,220
Mia Clark,1/9/2024,4,Innovate Ltd,Project 11,Project 13,55,220
Mia Clark,1/9/2024,4,Innovate Ltd,Project 11,Project 14,55,220
Benjamin Lewis,1/9/2024,6,NextGen Analytics,Project 20,Project 20,65,390
Benjamin Lewis,1/9/2024,6,NextGen Analytics,Project 20,Project 21,65,390
Benjamin Lewis,1/9/2024,6,NextGen Analytics,Project 20,Project 22,65,390
Benjamin Lewis,1/9/2024,6,NextGen Analytics,Project 20,Project 23,65,390
Benjamin Lewis,1/9/2024,6,NextGen Analytics,Project 20,Project 24,65,390
Benjamin Lewis,1/9/2024,2,NextGen Analytics,Project 23,Project 20,65,130
Benjamin Lewis,1/9/2024,2,NextGen Analytics,Project 23,Project 21,65,130
Benjamin Lewis,1/9/2024,2,NextGen Analytics,Project 23,Project 22,65,130
Benjamin Lewis,1/9/2024,2,NextGen Analytics,Project 23,Project 23,65,130
Benjamin Lewis,1/9/2024,2,NextGen Analytics,Project 23,Project 24,65,130
Benjamin Lewis,1/9/2024,7,NextGen Analytics,Project 23,Project 20,65,455
Benjamin Lewis,1/9/2024,7,NextGen Analytics,Project 23,Project 21,65,455
Benjamin Lewis,1/9/2024,7,NextGen Analytics,Project 23,Project 22,65,455
Benjamin Lewis,1/9/2024,7,NextGen Analytics,Project 23,Project 23,65,455
Benjamin Lewis,1/9/2024,7,NextGen Analytics,Project 23,Project 24,65,455
Charlotte Walker,1/9/2024,2,Acme Corp,Project 5,Project 1,50,100
Charlotte Walker,1/9/2024,2,Acme Corp,Project 5,Project 2,50,100
Charlotte Walker,1/9/2024,2,Acme Corp,Project 5,Project 3,50,100
Charlotte Walker,1/9/2024,2,Acme Corp,Project 5,Project 4,50,100
Charlotte Walker,1/9/2024,2,Acme Corp,Project 5,Project 5,50,100
Charlotte Walker,1/9/2024,7,Acme Corp,Project 2,Project 1,50,350
Charlotte Walker,1/9/2024,7,Acme Corp,Project 2,Project 2,50,350
Charlotte Walker,1/9/2024,7,Acme Corp,Project 2,Project 3,50,350
Charlotte Walker,1/9/2024,7,Acme Corp,Project 2,Project 4,50,350
Charlotte Walker,1/9/2024,7,Acme Corp,Project 2,Project 5,50,350
Charlotte Walker,1/9/2024,4,Acme Corp,Project 4,Project 1,50,200
Charlotte Walker,1/9/2024,4,Acme Corp,Project 4,Project 2,50,200
Charlotte Walker,1/9/2024,4,Acme Corp,Project 4,Project 3,50,200
Charlotte Walker,1/9/2024,4,Acme Corp,Project 4,Project 4,50,200
Charlotte Walker,1/9/2024,4,Acme Corp,Project 4,Project 5,50,200
Charlotte Walker,1/9/2024,2,Acme Corp,Project 4,Project 1,50,100
Charlotte Walker,1/9/2024,2,Acme Corp,Project 4,Project 2,50,100
Charlotte Walker,1/9/2024,2,Acme Corp,Project 4,Project 3,50,100
Charlotte Walker,1/9/2024,2,Acme Corp,Project 4,Project 4,50,100
Charlotte Walker,1/9/2024,2,Acme Corp,Project 4,Project 5,50,100
Amelia Allen,1/9/2024,1,Innovate Ltd,Project 14,Project 11,55,55
Amelia Allen,1/9/2024,1,Innovate Ltd,Project 14,Project 12,55,55
Amelia Allen,1/9/2024,1,Innovate Ltd,Project 14,Project 13,55,55
Amelia Allen,1/9/2024,1,Innovate Ltd,Project 14,Project 14,55,55
Amelia Allen,1/9/2024,1,Innovate Ltd,Project 14,Project 11,55,55
Amelia Allen,1/9/2024,1,Innovate Ltd,Project 14,Project 12,55,55
Amelia Allen,1/9/2024,1,Innovate Ltd,Project 14,Project 13,55,55
Amelia Allen,1/9/2024,1,Innovate Ltd,Project 14,Project 14,55,55
Amelia Allen,1/9/2024,7,Innovate Ltd,Project 12,Project 11,55,385
Amelia Allen,1/9/2024,7,Innovate Ltd,Project 12,Project 12,55,385
Amelia Allen,1/9/2024,7,Innovate Ltd,Project 12,Project 13,55,385
Amelia Allen,1/9/2024,7,Innovate Ltd,Project 12,Project 14,55,385
Amelia Allen,1/9/2024,3,Innovate Ltd,Project 13,Project 11,55,165
Amelia Allen,1/9/2024,3,Innovate Ltd,Project 13,Project 12,55,165
Amelia Allen,1/9/2024,3,Innovate Ltd,Project 13,Project 13,55,165
Amelia Allen,1/9/2024,3,Innovate Ltd,Project 13,Project 14,55,165
Lucas Young,1/9/2024,6,Tech Solutions,Project 7,Project 6,60,360
Lucas Young,1/9/2024,6,Tech Solutions,Project 7,Project 7,60,360
Lucas Young,1/9/2024,6,Tech Solutions,Project 7,Project 8,60,360
Lucas Young,1/9/2024,6,Tech Solutions,Project 7,Project 9,60,360
Lucas Young,1/9/2024,6,Tech Solutions,Project 7,Project 10,60,360
Isabella King,1/9/2024,4,Global Systems,Project 19,Project 15,70,280
Isabella King,1/9/2024,4,Global Systems,Project 19,Project 16,70,280
Isabella King,1/9/2024,4,Global Systems,Project 19,Project 17,70,280
Isabella King,1/9/2024,4,Global Systems,Project 19,Project 18,70,280
Isabella King,1/9/2024,4,Global Systems,Project 19,Project 19,70,280
Mason Scott,1/9/2024,8,NextGen Analytics,Project 24,Project 20,65,520
Mason Scott,1/9/2024,8,NextGen Analytics,Project 24,Project 21,65,520
Mason Scott,1/9/2024,8,NextGen Analytics,Project 24,Project 22,65,520
Mason Scott,1/9/2024,8,NextGen Analytics,Project 24,Project 23,65,520
Mason Scott,1/9/2024,8,NextGen Analytics,Project 24,Project 24,65,520
Emma Green,1/9/2024,3,NextGen Analytics,Project 23,Project 20,65,195
Emma Green,1/9/2024,3,NextGen Analytics,Project 23,Project 21,65,195
Emma Green,1/9/2024,3,NextGen Analytics,Project 23,Project 22,65,195
Emma Green,1/9/2024,3,NextGen Analytics,Project 23,Project 23,65,195
Emma Green,1/9/2024,3,NextGen Analytics,Project 23,Project 24,65,195
Emma Green,1/9/2024,8,NextGen Analytics,Project 24,Project 20,65,520
Emma Green,1/9/2024,8,NextGen Analytics,Project 24,Project 21,65,520
Emma Green,1/9/2024,8,NextGen Analytics,Project 24,Project 22,65,520
Emma Green,1/9/2024,8,NextGen Analytics,Project 24,Project 23,65,520
Emma Green,1/9/2024,8,NextGen Analytics,Project 24,Project 24,65,520
Emma Green,1/9/2024,1,NextGen Analytics,Project 21,Project 20,65,65
Emma Green,1/9/2024,1,NextGen Analytics,Project 21,Project 21,65,65
Emma Green,1/9/2024,1,NextGen Analytics,Project 21,Project 22,65,65
Emma Green,1/9/2024,1,NextGen Analytics,Project 21,Project 23,65,65
Emma Green,1/9/2024,1,NextGen Analytics,Project 21,Project 24,65,65
Ethan Baker,1/9/2024,7,Global Systems,Project 15,Project 15,70,490
Ethan Baker,1/9/2024,7,Global Systems,Project 15,Project 16,70,490
Ethan Baker,1/9/2024,7,Global Systems,Project 15,Project 17,70,490
Ethan Baker,1/9/2024,7,Global Systems,Project 15,Project 18,70,490
Ethan Baker,1/9/2024,7,Global Systems,Project 15,Project 19,70,490
Harper Adams,1/9/2024,6,NextGen Analytics,Project 23,Project 20,65,390
Harper Adams,1/9/2024,6,NextGen Analytics,Project 23,Project 21,65,390
Harper Adams,1/9/2024,6,NextGen Analytics,Project 23,Project 22,65,390
Harper Adams,1/9/2024,6,NextGen Analytics,Project 23,Project 23,65,390
Harper Adams,1/9/2024,6,NextGen Analytics,Project 23,Project 24,65,390
Harper Adams,1/9/2024,3,NextGen Analytics,Project 23,Project 20,65,195
Harper Adams,1/9/2024,3,NextGen Analytics,Project 23,Project 21,65,195
Harper Adams,1/9/2024,3,NextGen Analytics,Project 23,Project 22,65,195
Harper Adams,1/9/2024,3,NextGen Analytics,Project 23,Project 23,65,195
Harper Adams,1/9/2024,3,NextGen Analytics,Project 23,Project 24,65,195
James Anderson,1/8/2024,5,Global Systems,Project 18,Project 15,70,350
James Anderson,1/8/2024,5,Global Systems,Project 18,Project 16,70,350
James Anderson,1/8/2024,5,Global Systems,Project 18,Project 17,70,350
James Anderson,1/8/2024,5,Global Systems,Project 18,Project 18,70,350
James Anderson,1/8/2024,5,Global Systems,Project 18,Project 19,70,350
James Anderson,1/8/2024,6,Global Systems,Project 19,Project 15,70,420
James Anderson,1/8/2024,6,Global Systems,Project 19,Project 16,70,420
James Anderson,1/8/2024,6,Global Systems,Project 19,Project 17,70,420
James Anderson,1/8/2024,6,Global Systems,Project 19,Project 18,70,420
James Anderson,1/8/2024,6,Global Systems,Project 19,Project 19,70,420
Sophia Martinez,1/8/2024,8,Global Systems,Project 17,Project 15,70,560
Sophia Martinez,1/8/2024,8,Global Systems,Project 17,Project 16,70,560
Sophia Martinez,1/8/2024,8,Global Systems,Project 17,Project 17,70,560
Sophia Martinez,1/8/2024,8,Global Systems,Project 17,Project 18,70,560
Sophia Martinez,1/8/2024,8,Global Systems,Project 17,Project 19,70,560
Michael Brown,1/8/2024,5,Innovate Ltd,Project 11,Project 11,55,275
Michael Brown,1/8/2024,5,Innovate Ltd,Project 11,Project 12,55,275
Michael Brown,1/8/2024,5,Innovate Ltd,Project 11,Project 13,55,275
Michael Brown,1/8/2024,5,Innovate Ltd,Project 11,Project 14,55,275
Michael Brown,1/8/2024,4,Innovate Ltd,Project 14,Project 11,55,220
Michael Brown,1/8/2024,4,Innovate Ltd,Project 14,Project 12,55,220
Michael Brown,1/8/2024,4,Innovate Ltd,Project 14,Project 13,55,220
Michael Brown,1/8/2024,4,Innovate Ltd,Project 14,Project 14,55,220
Michael Brown,1/8/2024,6,Innovate Ltd,Project 12,Project 11,55,330
Michael Brown,1/8/2024,6,Innovate Ltd,Project 12,Project 12,55,330
Michael Brown,1/8/2024,6,Innovate Ltd,Project 12,Project 13,55,330
Michael Brown,1/8/2024,6,Innovate Ltd,Project 12,Project 14,55,330
Emily Davis,1/8/2024,5,Global Systems,Project 15,Project 15,70,350
Emily Davis,1/8/2024,5,Global Systems,Project 15,Project 16,70,350
Emily Davis,1/8/2024,5,Global Systems,Project 15,Project 17,70,350
Emily Davis,1/8/2024,5,Global Systems,Project 15,Project 18,70,350
Emily Davis,1/8/2024,5,Global Systems,Project 15,Project 19,70,350
William Thomas,1/8/2024,2,NextGen Analytics,Project 21,Project 20,65,130
William Thomas,1/8/2024,2,NextGen Analytics,Project 21,Project 21,65,130
William Thomas,1/8/2024,2,NextGen Analytics,Project 21,Project 22,65,130
William Thomas,1/8/2024,2,NextGen Analytics,Project 21,Project 23,65,130
William Thomas,1/8/2024,2,NextGen Analytics,Project 21,Project 24,65,130
Ava Harris,1/8/2024,3,Acme Corp,Project 5,Project 1,50,150
Ava Harris,1/8/2024,3,Acme Corp,Project 5,Project 2,50,150
Ava Harris,1/8/2024,3,Acme Corp,Project 5,Project 3,50,150
Ava Harris,1/8/2024,3,Acme Corp,Project 5,Project 4,50,150
Ava Harris,1/8/2024,3,Acme Corp,Project 5,Project 5,50,150
Ava Harris,1/8/2024,6,Acme Corp,Project 5,Project 1,50,300
Ava Harris,1/8/2024,6,Acme Corp,Project 5,Project 2,50,300
Ava Harris,1/8/2024,6,Acme Corp,Project 5,Project 3,50,300
Ava Harris,1/8/2024,6,Acme Corp,Project 5,Project 4,50,300
Ava Harris,1/8/2024,6,Acme Corp,Project 5,Project 5,50,300
Ava Harris,1/8/2024,2,Acme Corp,Project 4,Project 1,50,100
Ava Harris,1/8/2024,2,Acme Corp,Project 4,Project 2,50,100
Ava Harris,1/8/2024,2,Acme Corp,Project 4,Project 3,50,100
Ava Harris,1/8/2024,2,Acme Corp,Project 4,Project 4,50,100
Ava Harris,1/8/2024,2,Acme Corp,Project 4,Project 5,50,100
Ava Harris,1/8/2024,2,Acme Corp,Project 3,Project 1,50,100
Ava Harris,1/8/2024,2,Acme Corp,Project 3,Project 2,50,100
Ava Harris,1/8/2024,2,Acme Corp,Project 3,Project 3,50,100
Ava Harris,1/8/2024,2,Acme Corp,Project 3,Project 4,50,100
Ava Harris,1/8/2024,2,Acme Corp,Project 3,Project 5,50,100
Alexander White,1/8/2024,4,Global Systems,Project 16,Project 15,70,280
Alexander White,1/8/2024,4,Global Systems,Project 16,Project 16,70,280
Alexander White,1/8/2024,4,Global Systems,Project 16,Project 17,70,280
Alexander White,1/8/2024,4,Global Systems,Project 16,Project 18,70,280
Alexander White,1/8/2024,4,Global Systems,Project 16,Project 19,70,280
Mia Clark,1/8/2024,5,Innovate Ltd,Project 14,Project 11,55,275
Mia Clark,1/8/2024,5,Innovate Ltd,Project 14,Project 12,55,275
Mia Clark,1/8/2024,5,Innovate Ltd,Project 14,Project 13,55,275
Mia Clark,1/8/2024,5,Innovate Ltd,Project 14,Project 14,55,275
Mia Clark,1/8/2024,7,Innovate Ltd,Project 12,Project 11,55,385
Mia Clark,1/8/2024,7,Innovate Ltd,Project 12,Project 12,55,385
Mia Clark,1/8/2024,7,Innovate Ltd,Project 12,Project 13,55,385
Mia Clark,1/8/2024,7,Innovate Ltd,Project 12,Project 14,55,385
Mia Clark,1/8/2024,3,Innovate Ltd,Project 13,Project 11,55,165
Mia Clark,1/8/2024,3,Innovate Ltd,Project 13,Project 12,55,165
Mia Clark,1/8/2024,3,Innovate Ltd,Project 13,Project 13,55,165
Mia Clark,1/8/2024,3,Innovate Ltd,Project 13,Project 14,55,165
Benjamin Lewis,1/8/2024,7,NextGen Analytics,Project 24,Project 20,65,455
Benjamin Lewis,1/8/2024,7,NextGen Analytics,Project 24,Project 21,65,455
Benjamin Lewis,1/8/2024,7,NextGen Analytics,Project 24,Project 22,65,455
Benjamin Lewis,1/8/2024,7,NextGen Analytics,Project 24,Project 23,65,455
Benjamin Lewis,1/8/2024,7,NextGen Analytics,Project 24,Project 24,65,455
Benjamin Lewis,1/8/2024,2,NextGen Analytics,Project 24,Project 20,65,130
Benjamin Lewis,1/8/2024,2,NextGen Analytics,Project 24,Project 21,65,130
Benjamin Lewis,1/8/2024,2,NextGen Analytics,Project 24,Project 22,65,130
Benjamin Lewis,1/8/2024,2,NextGen Analytics,Project 24,Project 23,65,130
Benjamin Lewis,1/8/2024,2,NextGen Analytics,Project 24,Project 24,65,130
Benjamin Lewis,1/8/2024,5,NextGen Analytics,Project 21,Project 20,65,325
Benjamin Lewis,1/8/2024,5,NextGen Analytics,Project 21,Project 21,65,325
Benjamin Lewis,1/8/2024,5,NextGen Analytics,Project 21,Project 22,65,325
Benjamin Lewis,1/8/2024,5,NextGen Analytics,Project 21,Project 23,65,325
Benjamin Lewis,1/8/2024,5,NextGen Analytics,Project 21,Project 24,65,325
Benjamin Lewis,1/8/2024,5,NextGen Analytics,Project 20,Project 20,65,325
Benjamin Lewis,1/8/2024,5,NextGen Analytics,Project 20,Project 21,65,325
Benjamin Lewis,1/8/2024,5,NextGen Analytics,Project 20,Project 22,65,325
Benjamin Lewis,1/8/2024,5,NextGen Analytics,Project 20,Project 23,65,325
Benjamin Lewis,1/8/2024,5,NextGen Analytics,Project 20,Project 24,65,325
Charlotte Walker,1/8/2024,1,Acme Corp,Project 1,Project 1,50,50
Charlotte Walker,1/8/2024,1,Acme Corp,Project 1,Project 2,50,50
Charlotte Walker,1/8/2024,1,Acme Corp,Project 1,Project 3,50,50
Charlotte Walker,1/8/2024,1,Acme Corp,Project 1,Project 4,50,50
